drug_a_name,drug_b_name,cell_line,synergy,fold
ETOPOSIDE,MK-4827,LNCAP,-21.59027419,3
ETOPOSIDE,MK-4827,LOVO,3.284335966,3
ETOPOSIDE,MK-4827,MDAMB436,17.94787139,3
ETOPOSIDE,MK-4827,MSTO,-0.331740922,3
ETOPOSIDE,MK-4827,NCIH1650,26.22483109,3
ETOPOSIDE,MK-4827,NCIH2122,18.38423784,3
ETOPOSIDE,MK-4827,NCIH23,-148.8888175,3
ETOPOSIDE,MK-4827,NCIH460,15.82136711,3
ETOPOSIDE,MK-4827,NCIH520,24.07225252,3
ETOPOSIDE,MK-4827,OCUBM,6.675656837,3
ETOPOSIDE,MK-4827,OV90,2.198356101,3
ETOPOSIDE,MK-4827,OVCAR3,19.47008453,3
ETOPOSIDE,MK-4827,PA1,-14.01899781,3
ETOPOSIDE,MK-4827,RKO,9.015143146,3
ETOPOSIDE,MK-4827,RPMI7951,2.182668214,3
ETOPOSIDE,MK-4827,SKMEL30,12.74273808,3
ETOPOSIDE,MK-4827,SKMES1,3.176085435,3
ETOPOSIDE,MK-4827,SKOV3,21.90598342,3
ETOPOSIDE,MK-4827,SW620,6.395542697,3
ETOPOSIDE,MK-4827,SW837,10.6277545,3
ETOPOSIDE,MK-4827,T47D,-30.71348163,3
ETOPOSIDE,MK-4827,UACC62,2.075341378,3
ETOPOSIDE,MK-4827,UWB1289BRCA1,28.15482338,3
ETOPOSIDE,MK-4827,UWB1289,11.99716126,3
ETOPOSIDE,MK-4827,VCAP,22.09555743,3
ETOPOSIDE,MK-4827,ZR751,3.078189774,3
ETOPOSIDE,MK-5108,A2058,-0.715427782,3
ETOPOSIDE,MK-5108,A2780,10.19864377,3
ETOPOSIDE,MK-5108,A375,14.98912703,3
ETOPOSIDE,MK-5108,A427,-1.464378994,3
ETOPOSIDE,MK-5108,CAOV3,70.49294954,3
ETOPOSIDE,MK-5108,COLO320DM,-4.209755472,3
ETOPOSIDE,MK-5108,DLD1,13.71782822,3
ETOPOSIDE,MK-5108,EFM192B,13.36456421,3
ETOPOSIDE,MK-5108,ES2,9.48513669,3
ETOPOSIDE,MK-5108,HCT116,10.74024587,3
ETOPOSIDE,MK-5108,HT144,-2.887197332,3
ETOPOSIDE,MK-5108,HT29,22.04488376,3
ETOPOSIDE,MK-5108,KPL1,4.188930695,3
ETOPOSIDE,MK-5108,LNCAP,-12.66025633,3
ETOPOSIDE,MK-5108,LOVO,2.761794919,3
ETOPOSIDE,MK-5108,MDAMB436,15.00819876,3
ETOPOSIDE,MK-5108,MSTO,27.5905608,3
ETOPOSIDE,MK-5108,NCIH1650,-6.935954474,3
ETOPOSIDE,MK-5108,NCIH2122,-6.876238205,3
ETOPOSIDE,MK-5108,NCIH23,15.02519485,3
ETOPOSIDE,MK-5108,NCIH460,-12.89621832,3
ETOPOSIDE,MK-5108,NCIH520,-11.51128765,3
ETOPOSIDE,MK-5108,OCUBM,-0.781191898,3
ETOPOSIDE,MK-5108,OV90,21.11551933,3
ETOPOSIDE,MK-5108,OVCAR3,-23.76105159,3
ETOPOSIDE,MK-5108,PA1,-5.715302064,3
ETOPOSIDE,MK-5108,RKO,29.56165952,3
ETOPOSIDE,MK-5108,RPMI7951,17.68925642,3
ETOPOSIDE,MK-5108,SKMEL30,16.3525159,3
ETOPOSIDE,MK-5108,SKMES1,-2.921827285,3
ETOPOSIDE,MK-5108,SKOV3,9.177963829,3
ETOPOSIDE,MK-5108,SW620,20.04486147,3
ETOPOSIDE,MK-5108,SW837,13.24837557,3
ETOPOSIDE,MK-5108,T47D,-6.895642225,3
ETOPOSIDE,MK-5108,UACC62,2.212507544,3
ETOPOSIDE,MK-5108,UWB1289BRCA1,2.175493839,3
ETOPOSIDE,MK-5108,UWB1289,12.54410339,3
ETOPOSIDE,MK-5108,VCAP,-10.31394043,3
ETOPOSIDE,MK-5108,ZR751,-13.80178169,3
ETOPOSIDE,MK-8669,A2058,-4.101561409,3
ETOPOSIDE,MK-8669,A2780,22.65392265,3
ETOPOSIDE,MK-8669,A375,30.71559892,3
ETOPOSIDE,MK-8669,A427,3.027931597,3
ETOPOSIDE,MK-8669,CAOV3,118.6852801,3
ETOPOSIDE,MK-8669,COLO320DM,11.72583136,3
ETOPOSIDE,MK-8669,DLD1,-0.352743618,3
ETOPOSIDE,MK-8669,EFM192B,44.70688728,3
ETOPOSIDE,MK-8669,ES2,1.166292728,3
ETOPOSIDE,MK-8669,HCT116,8.399591535,3
ETOPOSIDE,MK-8669,HT144,41.58992657,3
ETOPOSIDE,MK-8669,HT29,18.36383757,3
ETOPOSIDE,MK-8669,KPL1,47.41302637,3
ETOPOSIDE,MK-8669,LNCAP,34.45017819,3
ETOPOSIDE,MK-8669,LOVO,11.94561077,3
ETOPOSIDE,MK-8669,MDAMB436,32.37389935,3
ETOPOSIDE,MK-8669,MSTO,41.59139974,3
ETOPOSIDE,MK-8669,NCIH1650,35.97509228,3
ETOPOSIDE,MK-8669,NCIH2122,15.17289775,3
ETOPOSIDE,MK-8669,NCIH23,-146.9487222,3
ETOPOSIDE,MK-8669,NCIH460,9.249036512,3
ETOPOSIDE,MK-8669,NCIH520,4.908185246,3
ETOPOSIDE,MK-8669,OCUBM,11.31428852,3
ETOPOSIDE,MK-8669,OV90,11.76803064,3
ETOPOSIDE,MK-8669,OVCAR3,8.309509508,3
ETOPOSIDE,MK-8669,PA1,-22.92275491,3
ETOPOSIDE,MK-8669,RKO,34.5234873,3
ETOPOSIDE,MK-8669,RPMI7951,6.988243515,3
ETOPOSIDE,MK-8669,SKMEL30,28.66295459,3
ETOPOSIDE,MK-8669,SKMES1,12.23523546,3
ETOPOSIDE,MK-8669,SKOV3,11.53211009,3
ETOPOSIDE,MK-8669,SW620,9.187570747,3
ETOPOSIDE,MK-8669,SW837,33.80011003,3
ETOPOSIDE,MK-8669,T47D,10.68281825,3
ETOPOSIDE,MK-8669,UACC62,34.55875316,3
ETOPOSIDE,MK-8669,UWB1289BRCA1,17.47118243,3
ETOPOSIDE,MK-8669,UWB1289,15.01491737,3
ETOPOSIDE,MK-8669,VCAP,30.50590257,3
ETOPOSIDE,MK-8669,ZR751,9.388526548,3
ETOPOSIDE,MK-8776,A2058,57.67901606,3
ETOPOSIDE,MK-8776,A2780,21.34548508,3
ETOPOSIDE,MK-8776,A375,-65.08015716,3
ETOPOSIDE,MK-8776,A427,0.548576739,3
ETOPOSIDE,MK-8776,CAOV3,65.09984723,3
ETOPOSIDE,MK-8776,COLO320DM,11.15133425,3
ETOPOSIDE,MK-8776,DLD1,14.0373457,3
ETOPOSIDE,MK-8776,EFM192B,32.10499213,3
ETOPOSIDE,MK-8776,ES2,14.57024735,3
ETOPOSIDE,MK-8776,HCT116,1.841455035,3
ETOPOSIDE,MK-8776,HT144,26.87486066,3
ETOPOSIDE,MK-8776,HT29,22.77599038,3
ETOPOSIDE,MK-8776,KPL1,19.85632094,3
ETOPOSIDE,MK-8776,LNCAP,10.87595618,3
ETOPOSIDE,MK-8776,LOVO,18.18567062,3
ETOPOSIDE,MK-8776,MDAMB436,25.41312428,3
ETOPOSIDE,MK-8776,MSTO,5.316451198,3
ETOPOSIDE,MK-8776,NCIH1650,25.17189985,3
ETOPOSIDE,MK-8776,NCIH2122,1.943764968,3
ETOPOSIDE,MK-8776,NCIH23,13.64690864,3
ETOPOSIDE,MK-8776,NCIH460,5.687695099,3
ETOPOSIDE,MK-8776,NCIH520,19.42049005,3
ETOPOSIDE,MK-8776,OCUBM,15.62664182,3
ETOPOSIDE,MK-8776,OV90,4.875218059,3
ETOPOSIDE,MK-8776,OVCAR3,78.91706663,3
ETOPOSIDE,MK-8776,PA1,-22.83951833,3
ETOPOSIDE,MK-8776,RKO,8.755192915,3
ETOPOSIDE,MK-8776,RPMI7951,-4.400445581,3
ETOPOSIDE,MK-8776,SKMEL30,58.93855866,3
ETOPOSIDE,MK-8776,SKMES1,-14.15759259,3
ETOPOSIDE,MK-8776,SKOV3,6.686599196,3
ETOPOSIDE,MK-8776,SW620,-12.87630561,3
ETOPOSIDE,MK-8776,SW837,0.422153377,3
ETOPOSIDE,MK-8776,T47D,-29.18931096,3
ETOPOSIDE,MK-8776,UACC62,20.63281721,3
ETOPOSIDE,MK-8776,UWB1289BRCA1,-2.114179687,3
ETOPOSIDE,MK-8776,UWB1289,2.633903679,3
ETOPOSIDE,MK-8776,VCAP,54.77812255,3
ETOPOSIDE,MK-8776,ZR751,18.63434109,3
ETOPOSIDE,PD325901,A2058,22.17348782,3
ETOPOSIDE,PD325901,A2780,36.84388809,3
ETOPOSIDE,PD325901,A375,15.70383058,3
ETOPOSIDE,PD325901,A427,10.50635845,3
ETOPOSIDE,PD325901,CAOV3,122.0788947,3
ETOPOSIDE,PD325901,COLO320DM,5.899470775,3
ETOPOSIDE,PD325901,DLD1,7.131869307,3
ETOPOSIDE,PD325901,EFM192B,20.84920257,3
ETOPOSIDE,PD325901,ES2,7.535322941,3
ETOPOSIDE,PD325901,HCT116,10.08603496,3
ETOPOSIDE,PD325901,HT144,39.74829923,3
ETOPOSIDE,PD325901,HT29,12.27090058,3
ETOPOSIDE,PD325901,KPL1,7.921502353,3
ETOPOSIDE,PD325901,LNCAP,40.32291573,3
ETOPOSIDE,PD325901,LOVO,30.23540886,3
ETOPOSIDE,PD325901,MDAMB436,25.97741805,3
ETOPOSIDE,PD325901,MSTO,-20.58151609,3
ETOPOSIDE,PD325901,NCIH1650,25.46667544,3
ETOPOSIDE,PD325901,NCIH2122,27.0184105,3
ETOPOSIDE,PD325901,NCIH23,9.039242436,3
ETOPOSIDE,PD325901,NCIH460,39.75978234,3
ETOPOSIDE,PD325901,NCIH520,-5.117621187,3
ETOPOSIDE,PD325901,OCUBM,4.806594046,3
ETOPOSIDE,PD325901,OV90,21.03998461,3
ETOPOSIDE,PD325901,OVCAR3,28.55487554,3
ETOPOSIDE,PD325901,PA1,-10.74392446,3
ETOPOSIDE,PD325901,RKO,38.3604726,3
ETOPOSIDE,PD325901,RPMI7951,-6.949425339,3
ETOPOSIDE,PD325901,SKMEL30,13.82899063,3
ETOPOSIDE,PD325901,SKMES1,1.579353312,3
ETOPOSIDE,PD325901,SKOV3,12.82333603,3
ETOPOSIDE,PD325901,SW620,13.89698344,3
ETOPOSIDE,PD325901,SW837,14.01239834,3
ETOPOSIDE,PD325901,T47D,33.34594771,3
ETOPOSIDE,PD325901,UACC62,6.263272715,3
ETOPOSIDE,PD325901,UWB1289BRCA1,11.29964189,3
ETOPOSIDE,PD325901,UWB1289,36.33037037,3
ETOPOSIDE,PD325901,VCAP,14.54518531,3
ETOPOSIDE,PD325901,ZR751,48.6253214,3
ETOPOSIDE,SORAFENIB,A2058,-12.15503625,3
ETOPOSIDE,SORAFENIB,A2780,3.81510899,3
ETOPOSIDE,SORAFENIB,A375,-3.842677164,3
ETOPOSIDE,SORAFENIB,A427,2.184061937,3
ETOPOSIDE,SORAFENIB,CAOV3,40.76840903,3
ETOPOSIDE,SORAFENIB,COLO320DM,0.840579526,3
ETOPOSIDE,SORAFENIB,DLD1,8.137589783,3
ETOPOSIDE,SORAFENIB,EFM192B,-16.26841635,3
ETOPOSIDE,SORAFENIB,ES2,-7.382916804,3
ETOPOSIDE,SORAFENIB,HCT116,-0.538565818,3
ETOPOSIDE,SORAFENIB,HT144,6.063599322,3
ETOPOSIDE,SORAFENIB,HT29,-5.500644869,3
ETOPOSIDE,SORAFENIB,KPL1,5.511474259,3
ETOPOSIDE,SORAFENIB,LNCAP,-4.175896958,3
ETOPOSIDE,SORAFENIB,LOVO,-10.0797683,3
ETOPOSIDE,SORAFENIB,MDAMB436,-8.093217244,3
ETOPOSIDE,SORAFENIB,MSTO,-8.461292512,3
ETOPOSIDE,SORAFENIB,NCIH1650,2.791425994,3
ETOPOSIDE,SORAFENIB,NCIH2122,-0.787832957,3
ETOPOSIDE,SORAFENIB,NCIH23,-116.1653965,3
ETOPOSIDE,SORAFENIB,NCIH460,8.355261104,3
ETOPOSIDE,SORAFENIB,NCIH520,12.57460996,3
ETOPOSIDE,SORAFENIB,OCUBM,-9.103048757,3
ETOPOSIDE,SORAFENIB,OV90,-8.086183338,3
ETOPOSIDE,SORAFENIB,OVCAR3,-18.43455983,3
ETOPOSIDE,SORAFENIB,PA1,-4.562973824,3
ETOPOSIDE,SORAFENIB,RKO,-3.538439088,3
ETOPOSIDE,SORAFENIB,RPMI7951,-10.84972086,3
ETOPOSIDE,SORAFENIB,SKMEL30,7.485480052,3
ETOPOSIDE,SORAFENIB,SKMES1,-2.332092648,3
ETOPOSIDE,SORAFENIB,SKOV3,-3.41378037,3
ETOPOSIDE,SORAFENIB,SW620,0.892238474,3
ETOPOSIDE,SORAFENIB,SW837,10.08182525,3
ETOPOSIDE,SORAFENIB,T47D,-12.4278492,3
ETOPOSIDE,SORAFENIB,UACC62,-5.136866616,3
ETOPOSIDE,SORAFENIB,UWB1289BRCA1,4.605214846,3
ETOPOSIDE,SORAFENIB,UWB1289,-1.471069519,3
ETOPOSIDE,SORAFENIB,VCAP,-19.78803715,3
ETOPOSIDE,SORAFENIB,ZR751,-11.74689916,3
ETOPOSIDE,SUNITINIB,A2058,-6.972169686,3
ETOPOSIDE,SUNITINIB,A2780,6.150945576,3
ETOPOSIDE,SUNITINIB,A375,2.434761094,3
ETOPOSIDE,SUNITINIB,A427,9.589782998,3
ETOPOSIDE,SUNITINIB,CAOV3,30.61709086,3
ETOPOSIDE,SUNITINIB,COLO320DM,9.440905208,3
ETOPOSIDE,SUNITINIB,DLD1,-4.736841754,3
ETOPOSIDE,SUNITINIB,EFM192B,-4.959966805,3
ETOPOSIDE,SUNITINIB,ES2,-9.658459101,3
ETOPOSIDE,SUNITINIB,HCT116,0.266979697,3
ETOPOSIDE,SUNITINIB,HT144,0.18972444,3
ETOPOSIDE,SUNITINIB,HT29,1.317738221,3
ETOPOSIDE,SUNITINIB,KPL1,17.60816922,3
ETOPOSIDE,SUNITINIB,LNCAP,-1.889487253,3
ETOPOSIDE,SUNITINIB,LOVO,4.569778444,3
ETOPOSIDE,SUNITINIB,MDAMB436,1.102020905,3
ETOPOSIDE,SUNITINIB,MSTO,-15.12080583,3
ETOPOSIDE,SUNITINIB,NCIH1650,16.77463607,3
ETOPOSIDE,SUNITINIB,NCIH2122,2.433232373,3
ETOPOSIDE,SUNITINIB,NCIH23,-98.62741446,3
ETOPOSIDE,SUNITINIB,NCIH460,4.618952233,3
ETOPOSIDE,SUNITINIB,NCIH520,13.71601881,3
ETOPOSIDE,SUNITINIB,OCUBM,-4.821745642,3
ETOPOSIDE,SUNITINIB,OV90,-2.408436932,3
ETOPOSIDE,SUNITINIB,OVCAR3,-1.583835017,3
ETOPOSIDE,SUNITINIB,PA1,-13.58561469,3
ETOPOSIDE,SUNITINIB,RKO,-3.789069544,3
ETOPOSIDE,SUNITINIB,RPMI7951,-13.32447019,3
ETOPOSIDE,SUNITINIB,SKMEL30,4.845466021,3
ETOPOSIDE,SUNITINIB,SKMES1,-10.19342421,3
ETOPOSIDE,SUNITINIB,SKOV3,2.359023959,3
ETOPOSIDE,SUNITINIB,SW620,7.089516622,3
ETOPOSIDE,SUNITINIB,SW837,-1.429826895,3
ETOPOSIDE,SUNITINIB,T47D,-26.44624539,3
ETOPOSIDE,SUNITINIB,UACC62,2.234167374,3
ETOPOSIDE,SUNITINIB,UWB1289BRCA1,13.16792529,3
ETOPOSIDE,SUNITINIB,UWB1289,2.691977618,3
ETOPOSIDE,SUNITINIB,VCAP,5.12367313,3
ETOPOSIDE,SUNITINIB,ZR751,9.435809213,3
ETOPOSIDE,TEMOZOLOMIDE,A2058,13.6477253,3
ETOPOSIDE,TEMOZOLOMIDE,A2780,10.20944081,3
ETOPOSIDE,TEMOZOLOMIDE,A375,-87.4802028,3
ETOPOSIDE,TEMOZOLOMIDE,A427,6.675884199,3
ETOPOSIDE,TEMOZOLOMIDE,CAOV3,83.00585057,3
ETOPOSIDE,TEMOZOLOMIDE,COLO320DM,3.938627932,3
ETOPOSIDE,TEMOZOLOMIDE,DLD1,-4.822138367,3
ETOPOSIDE,TEMOZOLOMIDE,EFM192B,-1.617519125,3
ETOPOSIDE,TEMOZOLOMIDE,ES2,11.82354023,3
ETOPOSIDE,TEMOZOLOMIDE,HCT116,-7.177086879,3
ETOPOSIDE,TEMOZOLOMIDE,HT144,-7.918675549,3
ETOPOSIDE,TEMOZOLOMIDE,HT29,7.020820929,3
ETOPOSIDE,TEMOZOLOMIDE,KPL1,1.423008557,3
ETOPOSIDE,TEMOZOLOMIDE,LNCAP,12.43190039,3
ETOPOSIDE,TEMOZOLOMIDE,LOVO,-3.522124658,3
ETOPOSIDE,TEMOZOLOMIDE,MDAMB436,7.873871125,3
ETOPOSIDE,TEMOZOLOMIDE,MSTO,-0.207890455,3
ETOPOSIDE,TEMOZOLOMIDE,NCIH1650,-10.23455147,3
ETOPOSIDE,TEMOZOLOMIDE,NCIH2122,-5.740990385,3
ETOPOSIDE,TEMOZOLOMIDE,NCIH23,4.960331855,3
ETOPOSIDE,TEMOZOLOMIDE,NCIH460,-9.814545734,3
ETOPOSIDE,TEMOZOLOMIDE,NCIH520,-0.531958049,3
ETOPOSIDE,TEMOZOLOMIDE,OCUBM,2.55827293,3
ETOPOSIDE,TEMOZOLOMIDE,OV90,13.76182079,3
ETOPOSIDE,TEMOZOLOMIDE,OVCAR3,0.813372235,3
ETOPOSIDE,TEMOZOLOMIDE,PA1,-13.05993648,3
ETOPOSIDE,TEMOZOLOMIDE,RKO,-3.136548188,3
ETOPOSIDE,TEMOZOLOMIDE,RPMI7951,12.8960405,3
ETOPOSIDE,TEMOZOLOMIDE,SKMEL30,21.19310545,3
ETOPOSIDE,TEMOZOLOMIDE,SKMES1,25.00914684,3
ETOPOSIDE,TEMOZOLOMIDE,SKOV3,-5.368344784,3
ETOPOSIDE,TEMOZOLOMIDE,SW620,17.56053454,3
ETOPOSIDE,TEMOZOLOMIDE,SW837,-18.67907384,3
ETOPOSIDE,TEMOZOLOMIDE,T47D,-27.82829749,3
ETOPOSIDE,TEMOZOLOMIDE,UACC62,12.59934788,3
ETOPOSIDE,TEMOZOLOMIDE,UWB1289BRCA1,33.68962252,3
ETOPOSIDE,TEMOZOLOMIDE,UWB1289,21.52753795,3
ETOPOSIDE,TEMOZOLOMIDE,VCAP,1.704586921,3
ETOPOSIDE,TEMOZOLOMIDE,ZR751,-16.39943726,3
ETOPOSIDE,ZOLINZA,A2058,3.452239871,3
ETOPOSIDE,ZOLINZA,A2780,10.01482955,3
ETOPOSIDE,ZOLINZA,A375,-71.18505172,3
ETOPOSIDE,ZOLINZA,A427,-18.84435619,3
ETOPOSIDE,ZOLINZA,CAOV3,83.62883659,3
ETOPOSIDE,ZOLINZA,COLO320DM,5.880538643,3
ETOPOSIDE,ZOLINZA,DLD1,7.501787113,3
ETOPOSIDE,ZOLINZA,EFM192B,11.30545867,3
ETOPOSIDE,ZOLINZA,ES2,11.28921117,3
ETOPOSIDE,ZOLINZA,HCT116,-17.37379223,3
ETOPOSIDE,ZOLINZA,HT144,11.89627363,3
ETOPOSIDE,ZOLINZA,HT29,18.65180381,3
ETOPOSIDE,ZOLINZA,KPL1,14.14203891,3
ETOPOSIDE,ZOLINZA,LNCAP,28.61619415,3
ETOPOSIDE,ZOLINZA,LOVO,10.27511559,3
ETOPOSIDE,ZOLINZA,MDAMB436,12.62377777,3
ETOPOSIDE,ZOLINZA,MSTO,56.83462933,3
ETOPOSIDE,ZOLINZA,NCIH1650,3.523126581,3
ETOPOSIDE,ZOLINZA,NCIH2122,18.8089245,3
ETOPOSIDE,ZOLINZA,NCIH23,-2.473733052,3
ETOPOSIDE,ZOLINZA,NCIH460,8.053831765,3
ETOPOSIDE,ZOLINZA,NCIH520,2.432642491,3
ETOPOSIDE,ZOLINZA,OCUBM,-5.110605486,3
ETOPOSIDE,ZOLINZA,OV90,6.873548755,3
ETOPOSIDE,ZOLINZA,OVCAR3,10.79242532,3
ETOPOSIDE,ZOLINZA,PA1,-9.679124677,3
ETOPOSIDE,ZOLINZA,RKO,6.440718774,3
ETOPOSIDE,ZOLINZA,RPMI7951,7.496751685,3
ETOPOSIDE,ZOLINZA,SKMEL30,1.739262354,3
ETOPOSIDE,ZOLINZA,SKMES1,17.93518639,3
ETOPOSIDE,ZOLINZA,SKOV3,29.64057569,3
ETOPOSIDE,ZOLINZA,SW620,0.182139046,3
ETOPOSIDE,ZOLINZA,SW837,21.63323076,3
ETOPOSIDE,ZOLINZA,T47D,25.24241347,3
ETOPOSIDE,ZOLINZA,UACC62,17.5604374,3
ETOPOSIDE,ZOLINZA,UWB1289BRCA1,20.62090545,3
ETOPOSIDE,ZOLINZA,UWB1289,27.44154642,3
ETOPOSIDE,ZOLINZA,VCAP,17.67993739,3
ETOPOSIDE,ZOLINZA,ZR751,22.83573645,3
GELDANAMYCIN,BEZ-235,A2058,34.57333585,3
GELDANAMYCIN,BEZ-235,A2780,14.86658789,3
GELDANAMYCIN,BEZ-235,A375,20.65600784,3
GELDANAMYCIN,BEZ-235,A427,16.82208792,3
GELDANAMYCIN,BEZ-235,CAOV3,25.67518873,3
GELDANAMYCIN,BEZ-235,COLO320DM,30.65561173,3
GELDANAMYCIN,BEZ-235,DLD1,24.26631043,3
GELDANAMYCIN,BEZ-235,EFM192B,-0.044183027,3
GELDANAMYCIN,BEZ-235,ES2,22.05057677,3
GELDANAMYCIN,BEZ-235,HCT116,35.76379658,3
GELDANAMYCIN,BEZ-235,HT144,45.48122797,3
GELDANAMYCIN,BEZ-235,HT29,13.70606034,3
GELDANAMYCIN,BEZ-235,KPL1,8.923062787,3
GELDANAMYCIN,BEZ-235,LNCAP,107.6222417,3
GELDANAMYCIN,BEZ-235,LOVO,14.32727111,3
GELDANAMYCIN,BEZ-235,MDAMB436,23.29901802,3
GELDANAMYCIN,BEZ-235,MSTO,10.1629953,3
GELDANAMYCIN,BEZ-235,NCIH1650,4.930824097,3
GELDANAMYCIN,BEZ-235,NCIH2122,3.243695175,3
GELDANAMYCIN,BEZ-235,NCIH23,2.728926654,3
GELDANAMYCIN,BEZ-235,NCIH460,34.03656802,3
GELDANAMYCIN,BEZ-235,NCIH520,9.402356496,3
GELDANAMYCIN,BEZ-235,OCUBM,15.92008573,3
GELDANAMYCIN,BEZ-235,OV90,16.2558353,3
GELDANAMYCIN,BEZ-235,OVCAR3,-7.142892435,3
GELDANAMYCIN,BEZ-235,PA1,26.19486728,3
GELDANAMYCIN,BEZ-235,RKO,20.10584985,3
GELDANAMYCIN,BEZ-235,RPMI7951,-3.235888022,3
GELDANAMYCIN,BEZ-235,SKMEL30,48.27593907,3
GELDANAMYCIN,BEZ-235,SKMES1,45.63680144,3
GELDANAMYCIN,BEZ-235,SKOV3,-1.111587344,3
GELDANAMYCIN,BEZ-235,SW620,1.696231889,3
GELDANAMYCIN,BEZ-235,SW837,15.5753498,3
GELDANAMYCIN,BEZ-235,T47D,155.3899654,3
GELDANAMYCIN,BEZ-235,UACC62,29.76025464,3
GELDANAMYCIN,BEZ-235,UWB1289BRCA1,0.933858443,3
GELDANAMYCIN,BEZ-235,UWB1289,9.610278753,3
GELDANAMYCIN,BEZ-235,VCAP,28.05066048,3
GELDANAMYCIN,BEZ-235,ZR751,8.741861178,3
GELDANAMYCIN,DINACICLIB,A2058,5.96787578,3
GELDANAMYCIN,DINACICLIB,A2780,-17.97817111,3
GELDANAMYCIN,DINACICLIB,A375,22.05450091,3
GELDANAMYCIN,DINACICLIB,A427,3.182953622,3
GELDANAMYCIN,DINACICLIB,CAOV3,1.001575852,3
GELDANAMYCIN,DINACICLIB,COLO320DM,10.09592416,3
GELDANAMYCIN,DINACICLIB,DLD1,7.151741811,3
GELDANAMYCIN,DINACICLIB,EFM192B,4.87112139,3
GELDANAMYCIN,DINACICLIB,ES2,0.415878969,3
GELDANAMYCIN,DINACICLIB,HCT116,4.699154363,3
GELDANAMYCIN,DINACICLIB,HT144,5.003881635,3
GELDANAMYCIN,DINACICLIB,HT29,-3.265971374,3
GELDANAMYCIN,DINACICLIB,KPL1,2.606780695,3
GELDANAMYCIN,DINACICLIB,LNCAP,33.17178636,3
GELDANAMYCIN,DINACICLIB,LOVO,-2.492823839,3
GELDANAMYCIN,DINACICLIB,MDAMB436,15.29531451,3
GELDANAMYCIN,DINACICLIB,MSTO,-22.90589188,3
GELDANAMYCIN,DINACICLIB,NCIH1650,-23.08653485,3
GELDANAMYCIN,DINACICLIB,NCIH2122,2.20219065,3
GELDANAMYCIN,DINACICLIB,NCIH23,-12.48833358,3
GELDANAMYCIN,DINACICLIB,NCIH460,2.805237819,3
GELDANAMYCIN,DINACICLIB,NCIH520,7.063016523,3
GELDANAMYCIN,DINACICLIB,OCUBM,10.51296869,3
GELDANAMYCIN,DINACICLIB,OV90,-9.089980403,3
GELDANAMYCIN,DINACICLIB,OVCAR3,-25.42782364,3
GELDANAMYCIN,DINACICLIB,PA1,4.280523623,3
GELDANAMYCIN,DINACICLIB,RKO,9.903581622,3
GELDANAMYCIN,DINACICLIB,RPMI7951,-11.41869766,3
GELDANAMYCIN,DINACICLIB,SKMEL30,5.987007426,3
GELDANAMYCIN,DINACICLIB,SKMES1,-10.94429024,3
GELDANAMYCIN,DINACICLIB,SKOV3,-22.80868825,3
GELDANAMYCIN,DINACICLIB,SW620,-13.56571062,3
GELDANAMYCIN,DINACICLIB,SW837,-13.89481261,3
GELDANAMYCIN,DINACICLIB,T47D,-39.85034847,3
GELDANAMYCIN,DINACICLIB,UACC62,-7.45032494,3
GELDANAMYCIN,DINACICLIB,UWB1289BRCA1,-23.57095562,3
GELDANAMYCIN,DINACICLIB,UWB1289,-22.41107601,3
GELDANAMYCIN,DINACICLIB,VCAP,-2.639714416,3
GELDANAMYCIN,DINACICLIB,ZR751,-19.07458503,3
GELDANAMYCIN,MK-8776,A2058,51.41963491,3
GELDANAMYCIN,MK-8776,A2780,9.215273557,3
GELDANAMYCIN,MK-8776,A375,20.88618832,3
GELDANAMYCIN,MK-8776,A427,23.03757955,3
GELDANAMYCIN,MK-8776,CAOV3,24.8543465,3
GELDANAMYCIN,MK-8776,COLO320DM,11.53137428,3
GELDANAMYCIN,MK-8776,DLD1,16.68549735,3
GELDANAMYCIN,MK-8776,EFM192B,-3.435336394,3
GELDANAMYCIN,MK-8776,ES2,3.913910327,3
GELDANAMYCIN,MK-8776,HCT116,30.28012904,3
GELDANAMYCIN,MK-8776,HT144,-198.6874066,3
GELDANAMYCIN,MK-8776,HT29,-3.556540507,3
GELDANAMYCIN,MK-8776,KPL1,-2.26846652,3
GELDANAMYCIN,MK-8776,LNCAP,-105.3544017,3
GELDANAMYCIN,MK-8776,LOVO,6.963550415,3
GELDANAMYCIN,MK-8776,MDAMB436,12.05339011,3
GELDANAMYCIN,MK-8776,MSTO,-36.80066992,3
GELDANAMYCIN,MK-8776,NCIH1650,-0.880216531,3
GELDANAMYCIN,MK-8776,NCIH2122,-17.72773735,3
GELDANAMYCIN,MK-8776,NCIH23,-11.01680765,3
GELDANAMYCIN,MK-8776,NCIH460,2.499220803,3
GELDANAMYCIN,MK-8776,NCIH520,17.99220848,3
GELDANAMYCIN,MK-8776,OCUBM,27.51716779,3
GELDANAMYCIN,MK-8776,OV90,-6.587359461,3
GELDANAMYCIN,MK-8776,OVCAR3,-19.67567254,3
GELDANAMYCIN,MK-8776,PA1,7.99798667,3
GELDANAMYCIN,MK-8776,RKO,32.13845443,3
GELDANAMYCIN,MK-8776,RPMI7951,-4.989611748,3
GELDANAMYCIN,MK-8776,SKMEL30,37.16106996,3
GELDANAMYCIN,MK-8776,SKMES1,-23.43171311,3
