drug_a_name,drug_b_name,cell_line,synergy,fold
CARBOPLATIN,TEMOZOLOMIDE,NCIH1650,-35.00891969,4
CARBOPLATIN,TEMOZOLOMIDE,NCIH2122,-18.42841882,4
CARBOPLATIN,TEMOZOLOMIDE,NCIH23,-35.45029363,4
CARBOPLATIN,TEMOZOLOMIDE,NCIH460,-33.16823411,4
CARBOPLATIN,TEMOZOLOMIDE,NCIH520,-2.430803914,4
CARBOPLATIN,TEMOZOLOMIDE,OCUBM,-10.9671359,4
CARBOPLATIN,TEMOZOLOMIDE,OV90,-10.54687423,4
CARBOPLATIN,TEMOZOLOMIDE,OVCAR3,-21.7482679,4
CARBOPLATIN,TEMOZOLOMIDE,PA1,-7.948085197,4
CARBOPLATIN,TEMOZOLOMIDE,RKO,-1.231125407,4
CARBOPLATIN,TEMOZOLOMIDE,RPMI7951,2.087713979,4
CARBOPLATIN,TEMOZOLOMIDE,SKMEL30,5.81345995,4
CARBOPLATIN,TEMOZOLOMIDE,SKMES1,-10.69268337,4
CARBOPLATIN,TEMOZOLOMIDE,SKOV3,-20.80908008,4
CARBOPLATIN,TEMOZOLOMIDE,SW620,1.218622561,4
CARBOPLATIN,TEMOZOLOMIDE,SW837,-27.05329304,4
CARBOPLATIN,TEMOZOLOMIDE,T47D,-136.9097827,4
CARBOPLATIN,TEMOZOLOMIDE,UACC62,-11.9998905,4
CARBOPLATIN,TEMOZOLOMIDE,UWB1289BRCA1,7.056450806,4
CARBOPLATIN,TEMOZOLOMIDE,UWB1289,5.891952299,4
CARBOPLATIN,TEMOZOLOMIDE,VCAP,-19.65881702,4
CARBOPLATIN,TEMOZOLOMIDE,ZR751,-41.81727556,4
CARBOPLATIN,ZOLINZA,A2058,-23.29399798,4
CARBOPLATIN,ZOLINZA,A2780,13.24292493,4
CARBOPLATIN,ZOLINZA,A375,17.95513228,4
CARBOPLATIN,ZOLINZA,A427,-29.53116203,4
CARBOPLATIN,ZOLINZA,CAOV3,15.09436246,4
CARBOPLATIN,ZOLINZA,COLO320DM,-0.166464617,4
CARBOPLATIN,ZOLINZA,DLD1,-3.408634619,4
CARBOPLATIN,ZOLINZA,EFM192B,-4.784087207,4
CARBOPLATIN,ZOLINZA,ES2,-3.361711386,4
CARBOPLATIN,ZOLINZA,HCT116,6.039873536,4
CARBOPLATIN,ZOLINZA,HT144,10.8675827,4
CARBOPLATIN,ZOLINZA,HT29,13.81386298,4
CARBOPLATIN,ZOLINZA,KPL1,8.144448194,4
CARBOPLATIN,ZOLINZA,LNCAP,13.65645561,4
CARBOPLATIN,ZOLINZA,LOVO,8.504959585,4
CARBOPLATIN,ZOLINZA,MDAMB436,3.466193078,4
CARBOPLATIN,ZOLINZA,MSTO,-0.699256102,4
CARBOPLATIN,ZOLINZA,NCIH1650,-8.14993513,4
CARBOPLATIN,ZOLINZA,NCIH2122,1.111010902,4
CARBOPLATIN,ZOLINZA,NCIH23,-20.82674627,4
CARBOPLATIN,ZOLINZA,NCIH460,3.891640445,4
CARBOPLATIN,ZOLINZA,NCIH520,-9.915142007,4
CARBOPLATIN,ZOLINZA,OCUBM,-13.66303184,4
CARBOPLATIN,ZOLINZA,OV90,-6.848438492,4
CARBOPLATIN,ZOLINZA,OVCAR3,-5.045484957,4
CARBOPLATIN,ZOLINZA,PA1,-13.32872094,4
CARBOPLATIN,ZOLINZA,RKO,17.826419,4
CARBOPLATIN,ZOLINZA,RPMI7951,-4.760023907,4
CARBOPLATIN,ZOLINZA,SKMEL30,-1.237884744,4
CARBOPLATIN,ZOLINZA,SKMES1,7.420193697,4
CARBOPLATIN,ZOLINZA,SKOV3,5.333013758,4
CARBOPLATIN,ZOLINZA,SW620,-12.76253901,4
CARBOPLATIN,ZOLINZA,SW837,-0.824075768,4
CARBOPLATIN,ZOLINZA,T47D,39.85203418,4
CARBOPLATIN,ZOLINZA,UACC62,10.72267618,4
CARBOPLATIN,ZOLINZA,UWB1289BRCA1,8.248025274,4
CARBOPLATIN,ZOLINZA,UWB1289,13.431023,4
CARBOPLATIN,ZOLINZA,VCAP,13.19321045,4
CARBOPLATIN,ZOLINZA,ZR751,-3.942899532,4
CYCLOPHOSPHAMIDE,ABT-888,A2058,12.72496744,0
CYCLOPHOSPHAMIDE,ABT-888,A2780,10.54371833,0
CYCLOPHOSPHAMIDE,ABT-888,A375,1.07427581,0
CYCLOPHOSPHAMIDE,ABT-888,A427,-11.63887968,0
CYCLOPHOSPHAMIDE,ABT-888,CAOV3,8.935876993,0
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,9.437501296,0
CYCLOPHOSPHAMIDE,ABT-888,DLD1,6.015946347,0
CYCLOPHOSPHAMIDE,ABT-888,EFM192B,8.639489261,0
CYCLOPHOSPHAMIDE,ABT-888,ES2,-7.765952714,0
CYCLOPHOSPHAMIDE,ABT-888,HCT116,16.80085086,0
CYCLOPHOSPHAMIDE,ABT-888,HT144,7.701201451,0
CYCLOPHOSPHAMIDE,ABT-888,HT29,0.672920289,0
CYCLOPHOSPHAMIDE,ABT-888,KPL1,-10.6320112,0
CYCLOPHOSPHAMIDE,ABT-888,LNCAP,-13.96198475,0
CYCLOPHOSPHAMIDE,ABT-888,LOVO,-4.952741064,0
CYCLOPHOSPHAMIDE,ABT-888,MDAMB436,3.136765767,0
CYCLOPHOSPHAMIDE,ABT-888,MSTO,7.918974595,0
CYCLOPHOSPHAMIDE,ABT-888,NCIH1650,-3.985984683,0
CYCLOPHOSPHAMIDE,ABT-888,NCIH2122,4.774756974,0
CYCLOPHOSPHAMIDE,ABT-888,NCIH23,5.185860464,0
CYCLOPHOSPHAMIDE,ABT-888,NCIH460,17.43411202,0
CYCLOPHOSPHAMIDE,ABT-888,NCIH520,4.428951591,0
CYCLOPHOSPHAMIDE,ABT-888,OCUBM,15.84144254,0
CYCLOPHOSPHAMIDE,ABT-888,OV90,11.77323193,0
CYCLOPHOSPHAMIDE,ABT-888,OVCAR3,0.476839533,0
CYCLOPHOSPHAMIDE,ABT-888,PA1,9.084838716,0
CYCLOPHOSPHAMIDE,ABT-888,RKO,16.66446001,0
CYCLOPHOSPHAMIDE,ABT-888,RPMI7951,-7.016517482,0
CYCLOPHOSPHAMIDE,ABT-888,SKMEL30,3.108574417,0
CYCLOPHOSPHAMIDE,ABT-888,SKMES1,8.97433868,0
CYCLOPHOSPHAMIDE,ABT-888,SKOV3,5.695025194,0
CYCLOPHOSPHAMIDE,ABT-888,SW620,1.384972156,0
CYCLOPHOSPHAMIDE,ABT-888,SW837,-15.42055822,0
CYCLOPHOSPHAMIDE,ABT-888,T47D,-4.08859713,0
CYCLOPHOSPHAMIDE,ABT-888,UACC62,2.175712963,0
CYCLOPHOSPHAMIDE,ABT-888,UWB1289BRCA1,-8.40497407,0
CYCLOPHOSPHAMIDE,ABT-888,UWB1289,-6.52771367,0
CYCLOPHOSPHAMIDE,ABT-888,VCAP,2.21341167,0
CYCLOPHOSPHAMIDE,ABT-888,ZR751,-32.21629252,0
CYCLOPHOSPHAMIDE,AZD1775,A2058,4.837459468,0
CYCLOPHOSPHAMIDE,AZD1775,A2780,2.669570741,0
CYCLOPHOSPHAMIDE,AZD1775,A375,1.947286108,0
CYCLOPHOSPHAMIDE,AZD1775,A427,4.378328156,0
CYCLOPHOSPHAMIDE,AZD1775,CAOV3,0.821727911,0
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,7.751563112,0
CYCLOPHOSPHAMIDE,AZD1775,DLD1,6.077072015,0
CYCLOPHOSPHAMIDE,AZD1775,EFM192B,-1.634016434,0
CYCLOPHOSPHAMIDE,AZD1775,ES2,0.626872533,0
CYCLOPHOSPHAMIDE,AZD1775,HCT116,1.37400168,0
CYCLOPHOSPHAMIDE,AZD1775,HT144,4.334035804,0
CYCLOPHOSPHAMIDE,AZD1775,HT29,9.675348226,0
CYCLOPHOSPHAMIDE,AZD1775,KPL1,1.106845198,0
CYCLOPHOSPHAMIDE,AZD1775,LNCAP,-41.47720935,0
CYCLOPHOSPHAMIDE,AZD1775,LOVO,-4.0399195,0
CYCLOPHOSPHAMIDE,AZD1775,MDAMB436,5.790513891,0
CYCLOPHOSPHAMIDE,AZD1775,MSTO,0.873981872,0
CYCLOPHOSPHAMIDE,AZD1775,NCIH1650,16.8889801,0
CYCLOPHOSPHAMIDE,AZD1775,NCIH2122,6.723657226,0
CYCLOPHOSPHAMIDE,AZD1775,NCIH23,-2.384871794,0
CYCLOPHOSPHAMIDE,AZD1775,NCIH460,0.639398828,0
CYCLOPHOSPHAMIDE,AZD1775,NCIH520,10.37606584,0
CYCLOPHOSPHAMIDE,AZD1775,OCUBM,4.17834085,0
CYCLOPHOSPHAMIDE,AZD1775,OV90,-2.76096107,0
CYCLOPHOSPHAMIDE,AZD1775,OVCAR3,8.24772306,0
CYCLOPHOSPHAMIDE,AZD1775,PA1,3.38069755,0
CYCLOPHOSPHAMIDE,AZD1775,RKO,4.478737453,0
CYCLOPHOSPHAMIDE,AZD1775,RPMI7951,6.272445921,0
CYCLOPHOSPHAMIDE,AZD1775,SKMEL30,9.047295544,0
CYCLOPHOSPHAMIDE,AZD1775,SKMES1,7.872673476,0
CYCLOPHOSPHAMIDE,AZD1775,SKOV3,14.85824444,0
CYCLOPHOSPHAMIDE,AZD1775,SW620,1.464370216,0
CYCLOPHOSPHAMIDE,AZD1775,SW837,4.417125122,0
CYCLOPHOSPHAMIDE,AZD1775,T47D,-8.212706736,0
CYCLOPHOSPHAMIDE,AZD1775,UACC62,7.098235274,0
CYCLOPHOSPHAMIDE,AZD1775,UWB1289BRCA1,6.162722824,0
CYCLOPHOSPHAMIDE,AZD1775,UWB1289,67.63674093,0
CYCLOPHOSPHAMIDE,AZD1775,VCAP,2.472826194,0
CYCLOPHOSPHAMIDE,AZD1775,ZR751,0.069081844,0
CYCLOPHOSPHAMIDE,BEZ-235,A2058,12.746188,1
CYCLOPHOSPHAMIDE,BEZ-235,A2780,17.87489148,1
CYCLOPHOSPHAMIDE,BEZ-235,A375,12.84457015,1
CYCLOPHOSPHAMIDE,BEZ-235,A427,6.84357603,1
CYCLOPHOSPHAMIDE,BEZ-235,CAOV3,25.73426903,1
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,19.18706704,1
CYCLOPHOSPHAMIDE,BEZ-235,DLD1,8.450724284,1
CYCLOPHOSPHAMIDE,BEZ-235,EFM192B,24.02757327,1
CYCLOPHOSPHAMIDE,BEZ-235,ES2,13.6449687,1
CYCLOPHOSPHAMIDE,BEZ-235,HCT116,19.71806156,1
CYCLOPHOSPHAMIDE,BEZ-235,HT144,4.180603097,1
CYCLOPHOSPHAMIDE,BEZ-235,HT29,27.56912056,1
CYCLOPHOSPHAMIDE,BEZ-235,KPL1,17.76684973,1
CYCLOPHOSPHAMIDE,BEZ-235,LNCAP,67.79077683,1
CYCLOPHOSPHAMIDE,BEZ-235,LOVO,15.21554287,1
CYCLOPHOSPHAMIDE,BEZ-235,MDAMB436,19.46579283,1
CYCLOPHOSPHAMIDE,BEZ-235,MSTO,0.194617094,1
CYCLOPHOSPHAMIDE,BEZ-235,NCIH1650,17.10667081,1
CYCLOPHOSPHAMIDE,BEZ-235,NCIH2122,15.24257082,1
CYCLOPHOSPHAMIDE,BEZ-235,NCIH23,13.71675676,1
CYCLOPHOSPHAMIDE,BEZ-235,NCIH460,15.77911392,1
CYCLOPHOSPHAMIDE,BEZ-235,NCIH520,27.06526505,1
CYCLOPHOSPHAMIDE,BEZ-235,OCUBM,24.43353942,1
CYCLOPHOSPHAMIDE,BEZ-235,OV90,18.22206593,1
CYCLOPHOSPHAMIDE,BEZ-235,OVCAR3,9.703324838,1
CYCLOPHOSPHAMIDE,BEZ-235,PA1,11.22939508,1
CYCLOPHOSPHAMIDE,BEZ-235,RKO,10.07696496,1
CYCLOPHOSPHAMIDE,BEZ-235,RPMI7951,20.11601915,1
CYCLOPHOSPHAMIDE,BEZ-235,SKMEL30,18.44648099,1
CYCLOPHOSPHAMIDE,BEZ-235,SKMES1,18.31955895,1
CYCLOPHOSPHAMIDE,BEZ-235,SKOV3,11.70523261,1
CYCLOPHOSPHAMIDE,BEZ-235,SW620,15.92331709,1
CYCLOPHOSPHAMIDE,BEZ-235,SW837,24.16298095,1
CYCLOPHOSPHAMIDE,BEZ-235,T47D,100.4024954,1
CYCLOPHOSPHAMIDE,BEZ-235,UACC62,15.36114912,1
CYCLOPHOSPHAMIDE,BEZ-235,UWB1289BRCA1,28.89750417,1
CYCLOPHOSPHAMIDE,BEZ-235,UWB1289,32.06369794,1
CYCLOPHOSPHAMIDE,BEZ-235,VCAP,23.40807993,1
CYCLOPHOSPHAMIDE,BEZ-235,ZR751,16.96621247,1
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.609111485,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2780,-11.26735375,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,A375,28.57707415,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,A427,-8.502772728,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,CAOV3,-36.65413992,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,3.347338633,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,DLD1,14.17402421,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,EFM192B,8.956388855,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,ES2,5.915691331,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,HCT116,14.22855307,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,HT144,4.248418658,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,HT29,-16.67612259,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,KPL1,-15.40532685,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,LNCAP,6.965669947,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,LOVO,5.096487233,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,MDAMB436,-0.619310964,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,MSTO,13.95451539,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH1650,-14.47544863,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH2122,27.75692904,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH23,7.375214311,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH460,14.88718391,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH520,-17.71924757,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,OCUBM,12.94024251,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,OV90,-1.897133837,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,OVCAR3,-25.17853705,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,PA1,5.081519004,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,RKO,28.37985911,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,RPMI7951,2.107698425,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,SKMEL30,7.190797157,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,SKMES1,-10.2518384,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,SKOV3,-2.662322654,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,SW620,8.077038301,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,SW837,5.005909637,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,T47D,-23.08859768,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,UACC62,-9.525027695,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,UWB1289BRCA1,-16.03806129,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,UWB1289,-17.38594039,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,VCAP,-1.054029239,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,ZR751,8.865270806,0
CYCLOPHOSPHAMIDE,DASATINIB,A2058,10.37911966,1
CYCLOPHOSPHAMIDE,DASATINIB,A2780,23.25825742,1
CYCLOPHOSPHAMIDE,DASATINIB,A375,-7.039252513,1
CYCLOPHOSPHAMIDE,DASATINIB,A427,17.46960422,1
CYCLOPHOSPHAMIDE,DASATINIB,CAOV3,2.147720817,1
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,4.076625188,1
CYCLOPHOSPHAMIDE,DASATINIB,DLD1,14.15014516,1
CYCLOPHOSPHAMIDE,DASATINIB,EFM192B,18.10536632,1
CYCLOPHOSPHAMIDE,DASATINIB,ES2,-5.659802415,1
CYCLOPHOSPHAMIDE,DASATINIB,HCT116,-28.00152206,1
CYCLOPHOSPHAMIDE,DASATINIB,HT144,-53.79648119,1
CYCLOPHOSPHAMIDE,DASATINIB,HT29,14.43630229,1
CYCLOPHOSPHAMIDE,DASATINIB,KPL1,-4.988167769,1
CYCLOPHOSPHAMIDE,DASATINIB,LNCAP,-27.42883623,1
CYCLOPHOSPHAMIDE,DASATINIB,LOVO,20.84082433,1
CYCLOPHOSPHAMIDE,DASATINIB,MDAMB436,8.391387883,1
CYCLOPHOSPHAMIDE,DASATINIB,MSTO,-16.99645444,1
CYCLOPHOSPHAMIDE,DASATINIB,NCIH1650,24.79300577,1
CYCLOPHOSPHAMIDE,DASATINIB,NCIH2122,-48.37729556,1
CYCLOPHOSPHAMIDE,DASATINIB,NCIH23,1.447081653,1
CYCLOPHOSPHAMIDE,DASATINIB,NCIH460,-3.312764954,1
CYCLOPHOSPHAMIDE,DASATINIB,NCIH520,16.19586466,1
CYCLOPHOSPHAMIDE,DASATINIB,OCUBM,9.537455423,1
CYCLOPHOSPHAMIDE,DASATINIB,OV90,-3.19591068,1
CYCLOPHOSPHAMIDE,DASATINIB,OVCAR3,50.72841599,1
CYCLOPHOSPHAMIDE,DASATINIB,PA1,3.594111034,1
CYCLOPHOSPHAMIDE,DASATINIB,RKO,6.409083445,1
CYCLOPHOSPHAMIDE,DASATINIB,RPMI7951,3.69118438,1
CYCLOPHOSPHAMIDE,DASATINIB,SKMEL30,-24.34554135,1
CYCLOPHOSPHAMIDE,DASATINIB,SKMES1,7.500440391,1
CYCLOPHOSPHAMIDE,DASATINIB,SKOV3,-5.820910392,1
CYCLOPHOSPHAMIDE,DASATINIB,SW620,6.425428873,1
CYCLOPHOSPHAMIDE,DASATINIB,SW837,9.98112215,1
CYCLOPHOSPHAMIDE,DASATINIB,T47D,-15.33862999,1
CYCLOPHOSPHAMIDE,DASATINIB,UACC62,-3.680153221,1
CYCLOPHOSPHAMIDE,DASATINIB,UWB1289BRCA1,5.58274764,1
CYCLOPHOSPHAMIDE,DASATINIB,UWB1289,-1.568277509,1
CYCLOPHOSPHAMIDE,DASATINIB,VCAP,14.18815199,1
CYCLOPHOSPHAMIDE,DASATINIB,ZR751,-16.76462773,1
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,12.40275203,1
CYCLOPHOSPHAMIDE,DINACICLIB,A2780,-3.247479641,1
CYCLOPHOSPHAMIDE,DINACICLIB,A375,10.35276194,1
CYCLOPHOSPHAMIDE,DINACICLIB,A427,6.409931968,1
CYCLOPHOSPHAMIDE,DINACICLIB,CAOV3,-17.60390771,1
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,8.138691775,1
CYCLOPHOSPHAMIDE,DINACICLIB,DLD1,4.056974501,1
CYCLOPHOSPHAMIDE,DINACICLIB,EFM192B,12.30045292,1
CYCLOPHOSPHAMIDE,DINACICLIB,ES2,2.624494925,1
CYCLOPHOSPHAMIDE,DINACICLIB,HCT116,5.753102383,1
CYCLOPHOSPHAMIDE,DINACICLIB,HT144,4.011141938,1
CYCLOPHOSPHAMIDE,DINACICLIB,HT29,0.49146032,1
CYCLOPHOSPHAMIDE,DINACICLIB,KPL1,-12.26423344,1
CYCLOPHOSPHAMIDE,DINACICLIB,LNCAP,56.67788114,1
CYCLOPHOSPHAMIDE,DINACICLIB,LOVO,0.334127273,1
CYCLOPHOSPHAMIDE,DINACICLIB,MDAMB436,-0.898396822,1
CYCLOPHOSPHAMIDE,DINACICLIB,MSTO,20.77980249,1
CYCLOPHOSPHAMIDE,DINACICLIB,NCIH1650,7.617534692,1
CYCLOPHOSPHAMIDE,DINACICLIB,NCIH2122,6.815420528,1
CYCLOPHOSPHAMIDE,DINACICLIB,NCIH23,-3.64729825,1
CYCLOPHOSPHAMIDE,DINACICLIB,NCIH460,10.00357139,1
CYCLOPHOSPHAMIDE,DINACICLIB,NCIH520,5.35631172,1
CYCLOPHOSPHAMIDE,DINACICLIB,OCUBM,16.09974939,1
CYCLOPHOSPHAMIDE,DINACICLIB,OV90,-1.209368773,1
CYCLOPHOSPHAMIDE,DINACICLIB,OVCAR3,1.521775877,1
CYCLOPHOSPHAMIDE,DINACICLIB,PA1,-0.647160199,1
CYCLOPHOSPHAMIDE,DINACICLIB,RKO,15.23767783,1
CYCLOPHOSPHAMIDE,DINACICLIB,RPMI7951,6.489094289,1
CYCLOPHOSPHAMIDE,DINACICLIB,SKMEL30,5.594977816,1
CYCLOPHOSPHAMIDE,DINACICLIB,SKMES1,11.91076095,1
CYCLOPHOSPHAMIDE,DINACICLIB,SKOV3,6.254971691,1
CYCLOPHOSPHAMIDE,DINACICLIB,SW620,6.294977633,1
CYCLOPHOSPHAMIDE,DINACICLIB,SW837,-11.81288946,1
CYCLOPHOSPHAMIDE,DINACICLIB,T47D,0.000749814,1
CYCLOPHOSPHAMIDE,DINACICLIB,UACC62,9.76671991,1
CYCLOPHOSPHAMIDE,DINACICLIB,UWB1289BRCA1,-7.624091135,1
CYCLOPHOSPHAMIDE,DINACICLIB,UWB1289,-8.435198709,1
CYCLOPHOSPHAMIDE,DINACICLIB,VCAP,10.82516135,1
CYCLOPHOSPHAMIDE,DINACICLIB,ZR751,10.04229909,1
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-2.477100927,0
CYCLOPHOSPHAMIDE,ERLOTINIB,A2780,-0.009972219,0
CYCLOPHOSPHAMIDE,ERLOTINIB,A375,-4.231048403,0
CYCLOPHOSPHAMIDE,ERLOTINIB,A427,0.633646836,0
CYCLOPHOSPHAMIDE,ERLOTINIB,CAOV3,-4.087085419,0
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,-1.275546217,0
CYCLOPHOSPHAMIDE,ERLOTINIB,DLD1,2.3381182,0
CYCLOPHOSPHAMIDE,ERLOTINIB,EFM192B,2.282047711,0
CYCLOPHOSPHAMIDE,ERLOTINIB,ES2,-4.66448783,0
CYCLOPHOSPHAMIDE,ERLOTINIB,HCT116,-3.70702275,0
CYCLOPHOSPHAMIDE,ERLOTINIB,HT144,-13.57168234,0
CYCLOPHOSPHAMIDE,ERLOTINIB,HT29,2.169800073,0
CYCLOPHOSPHAMIDE,ERLOTINIB,KPL1,-6.373246302,0
CYCLOPHOSPHAMIDE,ERLOTINIB,LNCAP,-29.89584273,0
CYCLOPHOSPHAMIDE,ERLOTINIB,LOVO,-3.072280744,0
CYCLOPHOSPHAMIDE,ERLOTINIB,MDAMB436,-5.410505674,0
CYCLOPHOSPHAMIDE,ERLOTINIB,MSTO,-11.81036447,0
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH1650,-7.649029445,0
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH2122,5.416846586,0
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH23,-7.063968146,0
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH460,-8.72290383,0
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH520,6.681497787,0
CYCLOPHOSPHAMIDE,ERLOTINIB,OCUBM,2.14454044,0
CYCLOPHOSPHAMIDE,ERLOTINIB,OV90,-13.23937296,0
CYCLOPHOSPHAMIDE,ERLOTINIB,OVCAR3,-6.420695627,0
CYCLOPHOSPHAMIDE,ERLOTINIB,PA1,-0.045547222,0
CYCLOPHOSPHAMIDE,ERLOTINIB,RKO,-11.2879549,0
CYCLOPHOSPHAMIDE,ERLOTINIB,RPMI7951,-3.809283242,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SKMEL30,-3.91554806,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SKMES1,5.316423034,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SKOV3,5.66596331,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SW620,-11.92897578,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SW837,-1.434718608,0
CYCLOPHOSPHAMIDE,ERLOTINIB,T47D,26.18489183,0
CYCLOPHOSPHAMIDE,ERLOTINIB,UACC62,-5.741127918,0
CYCLOPHOSPHAMIDE,ERLOTINIB,UWB1289BRCA1,10.36593833,0
CYCLOPHOSPHAMIDE,ERLOTINIB,UWB1289,19.95551646,0
CYCLOPHOSPHAMIDE,ERLOTINIB,VCAP,2.992264205,0
CYCLOPHOSPHAMIDE,ERLOTINIB,ZR751,5.862799039,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,2.473548124,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2780,-9.965537092,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A375,-8.590118003,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A427,-2.184700402,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,CAOV3,-6.541062748,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,2.941487436,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,DLD1,-2.460812475,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,EFM192B,1.738538027,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,ES2,-12.92243489,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,HCT116,13.76600921,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,HT144,-11.28078492,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,HT29,2.547348194,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,KPL1,9.615747439,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,LNCAP,20.25024227,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,LOVO,1.096419798,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,MDAMB436,11.78160406,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,MSTO,-19.45589953,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH1650,0.257585417,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH2122,6.816647146,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH23,-1.437948727,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH460,3.686400647,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH520,5.339457591,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,OCUBM,10.50924215,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,OV90,-5.78020129,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,OVCAR3,-5.304145066,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,PA1,-10.43984161,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,RKO,-2.133530745,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,RPMI7951,-6.309509387,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,SKMEL30,-10.78081908,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,SKMES1,1.059170684,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,SKOV3,2.069540097,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,SW620,-6.434764928,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,SW837,-3.718968384,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,T47D,-25.05944518,0
